listing_id,source,category,make,model,year,engine_cc,fuel_type,transmission,mileage_km,color,condition,num_owners,registered,registration_city,city,price_pkr,listing_date
PK-46627646,OLX,Car,Hyundai,Elantra,2020,2000,Petrol,Manual,34000,Red,Needs Work,3,Yes,Quetta,Islamabad,4250000,2024-10-08
PK-45659479,PakWheels,Car,Toyota,Yaris,2024,1300,CNG+Petrol,Automatic,0,Blue,Fair,1,Yes,Peshawar,Quetta,2740000,2023-02-15
PK-64120743,OLX,Car,Toyota,Hilux,2020,2800,Petrol,Automatic,56000,Maroon,Excellent,1,Yes,Islamabad,Lahore,7738000,2023-09-17
PK-84240710,OLX,Car,Toyota,Land Cruiser,2021,4000,Petrol,Manual,41500,Blue,Good,3,Yes,Faisalabad,Karachi,28301000,2024-11-04
PK-81011665,OLX,Car,Suzuki,Jimny,2021,1500,Petrol,Manual,38000,Pearl White,Fair,2,Yes,Islamabad,Faisalabad,4080000,2024-09-25
PK-21628462,PakWheels,Car,Kia,Picanto,2020,1000,Petrol,Manual,64000,Maroon,Excellent,2,Yes,Larkana,Rawalpindi,2398000,2023-12-05
PK-28751567,OLX,Car,Toyota,Land Cruiser,2012,4000,Petrol,Automatic,164000,Grey,Good,2,Yes,Lahore,Quetta,21250000,2024-01-02
PK-88726945,OLX,Car,Toyota,Vitz,2017,1000,Petrol,Automatic,83000,Silver,Good,1,Yes,Lahore,Lahore,1700000,2023-04-19
PK-92117065,PakWheels,Motorcycle,Honda,CB 300R,2020,300,Petrol,Manual,30000,Red,Good,2,Yes,Sargodha,Gujranwala,650000,2023-04-26
PK-85140878,PakWheels,Motorcycle,Honda,CB 150F,2020,150,Petrol,Manual,28800,Blue,Excellent,1,Yes,Sialkot,Karachi,289000,2023-05-24
PK-87432467,PakWheels,Car,Kia,Sorento,2022,2500,Petrol,CVT,24500,Brown,Excellent,2,Yes,Multan,Peshawar,12314000,2023-04-29
PK-67411199,PakWheels,Car,Suzuki,Wagon R,2019,1000,CNG+Petrol,Automatic,73000,Red,Good,2,Yes,Faisalabad,Lahore,1445000,2023-07-05
PK-73533805,PakWheels,Motorcycle,Yamaha,YBR 125,2024,125,Petrol,Manual,0,White,Good,2,Yes,Larkana,Karachi,186000,2023-02-23
PK-73414980,OLX,Car,Honda,Civic,2018,1800,Petrol,Manual,55500,Maroon,Good,2,Yes,Hyderabad,Lahore,3618000,2023-01-16
PK-24582780,PakWheels,Car,Toyota,Yaris,2024,1300,Petrol,Automatic,0,Pearl White,Good,2,Yes,Islamabad,Sialkot,3445000,2024-01-19
PK-28576332,OLX,Car,Hyundai,Santro,2022,1000,Hybrid,Automatic,31500,Grey,Good,1,No,Un-Registered,Karachi,2328000,2024-05-29
PK-39248539,PakWheels,Car,Changan,Alsvin,2023,1500,Diesel,Manual,12500,Black,Good,1,Yes,Gujranwala,Lahore,3832000,2024-02-29
PK-55248958,PakWheels,Car,Hyundai,Tucson,2021,2000,Hybrid,Manual,34500,Beige,Excellent,2,Yes,Lahore,Islamabad,6695000,2023-11-05
PK-10761353,PakWheels,Car,Toyota,Hilux,2022,2800,Petrol,CVT,34500,Blue,Good,1,Yes,Sargodha,Multan,7617000,2024-04-05
PK-52681489,PakWheels,Car,Toyota,Prius,2019,1800,CNG+Petrol,Manual,42000,Golden,Fair,2,Yes,Faisalabad,Karachi,5100000,2024-06-07
PK-24312148,OLX,Car,Toyota,Fortuner,2015,2700,Petrol,Automatic,134000,Red,Needs Work,1,No,Un-Registered,Gujranwala,7650000,2024-06-28
PK-33851602,OLX,Car,MG,ZS,2023,1500,Diesel,Manual,15500,Green,Good,1,Yes,Faisalabad,Quetta,6712000,2023-06-29
PK-79324022,PakWheels,Car,Hyundai,Elantra,2023,2000,Petrol,Automatic,17000,Grey,Good,2,Yes,Peshawar,Lahore,5783000,2024-11-24
PK-27207159,PakWheels,Car,Toyota,Yaris,2020,1300,Petrol,Automatic,56500,Silver,Good,1,No,Un-Registered,Sukkur,2307000,2024-11-01
PK-28781578,OLX,Car,Changan,M9,2022,1000,Petrol,Automatic,38000,Blue,Excellent,1,Yes,Karachi,Peshawar,2834000,2023-05-07
PK-13474941,PakWheels,Car,Toyota,Vitz,2020,1000,Petrol,Manual,46000,Pearl White,Needs Work,1,Yes,Peshawar,Multan,1700000,2024-02-18
PK-23389421,PakWheels,Car,Honda,Fit,2014,1300,Petrol,Manual,125500,Grey,Good,2,Yes,Sargodha,Faisalabad,1530000,2024-08-12
PK-62451520,OLX,Car,Kia,Sorento,2024,2500,CNG+Petrol,Manual,0,Brown,Good,3,Yes,Multan,Multan,13643000,2023-08-03
PK-61878096,PakWheels,Motorcycle,Honda,CG 125,2018,125,Petrol,Manual,73000,Green,Good,1,Yes,Quetta,Gujranwala,102000,2023-04-24
PK-78523330,OLX,Car,Toyota,Yaris,2024,1300,Petrol,CVT,0,Blue,Fair,1,Yes,Sukkur,Lahore,2821000,2023-09-06
PK-67318164,PakWheels,Car,Honda,Fit,2015,1300,CNG+Petrol,CVT,95500,Maroon,Excellent,2,Yes,Bahawalpur,Faisalabad,1530000,2024-12-06
PK-59888721,OLX,Motorcycle,Yamaha,YBR 125,2016,125,Petrol,Manual,50800,Blue,Excellent,1,Yes,Lahore,Islamabad,119000,2023-12-07
PK-33284663,PakWheels,Car,Toyota,Land Cruiser,2015,4000,Hybrid,CVT,117500,Beige,Good,1,Yes,Larkana,Peshawar,21250000,2024-12-22
PK-46022712,PakWheels,Motorcycle,United,US 100,2018,100,Petrol,Manual,41200,Red,Fair,1,Yes,Multan,Karachi,68000,2023-05-20
PK-40077110,OLX,Car,Suzuki,Swift,2024,1300,Hybrid,Automatic,0,Black,Excellent,1,Yes,Karachi,Multan,2765000,2024-02-03
PK-19987171,PakWheels,Car,Hyundai,Tucson,2022,2000,CNG+Petrol,CVT,23000,Red,Excellent,3,Yes,Faisalabad,Peshawar,6923000,2023-02-13
PK-64447809,PakWheels,Car,Kia,Stonic,2022,1000,Hybrid,Manual,24500,Silver,Excellent,3,Yes,Hyderabad,Quetta,5271000,2024-12-24
PK-35095571,OLX,Car,Kia,Sorento,2022,2500,CNG+Petrol,Automatic,32000,Brown,Good,1,Yes,Sialkot,Rawalpindi,10990000,2023-07-18
PK-39305626,PakWheels,Car,Suzuki,Every,2023,660,Petrol,Manual,14000,Beige,Excellent,3,Yes,Quetta,Peshawar,2799000,2023-06-04
PK-27207018,PakWheels,Car,Toyota,Corolla,2018,1800,Petrol,Manual,52500,Brown,Excellent,1,Yes,Faisalabad,Hyderabad,3196000,2024-05-27
PK-52626462,OLX,Motorcycle,Road Prince,RP 125,2019,125,Petrol,Manual,49600,Red,Good,3,Yes,Sukkur,Islamabad,99000,2023-08-22
PK-36881771,OLX,Car,Toyota,Prius,2022,1800,Petrol,CVT,30000,Blue,Good,2,Yes,Multan,Rawalpindi,6999000,2024-11-01
PK-21701672,OLX,Motorcycle,Road Prince,RP 70,2018,70,Petrol,Manual,52600,Blue,Fair,1,Yes,Sialkot,Lahore,51000,2024-05-26
PK-31585546,OLX,Car,Suzuki,Cultus,2024,1000,Diesel,CVT,0,Silver,Excellent,1,Yes,Sialkot,Islamabad,2299000,2024-04-26
PK-62318470,PakWheels,Car,Kia,Picanto,2022,1000,Hybrid,Manual,28000,Beige,Good,1,Yes,Sargodha,Karachi,2206000,2024-07-16
PK-57151296,OLX,Motorcycle,Honda,Pridor,2017,100,Petrol,Manual,43000,Green,Fair,1,No,Un-Registered,Sukkur,85000,2024-12-27
PK-72612270,OLX,Motorcycle,Honda,Pridor,2023,100,Petrol,Manual,9400,Red,Good,2,Yes,Rawalpindi,Karachi,119000,2024-06-25
PK-94795600,OLX,Car,Toyota,Hilux,2017,2800,Hybrid,CVT,92500,Blue,Good,2,Yes,Sukkur,Lahore,6375000,2024-05-04
PK-70342011,OLX,Car,MG,HS,2024,1500,Petrol,CVT,0,Red,Excellent,1,Yes,Hyderabad,Faisalabad,8631000,2023-09-10
PK-42455784,OLX,Car,Changan,Oshan X7,2022,1500,Petrol,Manual,20000,Golden,Fair,1,Yes,Larkana,Lahore,5355000,2024-12-14
PK-21090760,OLX,Car,Kia,Stonic,2021,1000,CNG+Petrol,CVT,37500,White,Excellent,1,Yes,Sargodha,Karachi,4778000,2023-03-27
PK-15288472,OLX,Car,MG,5,2023,1500,Hybrid,CVT,12500,Pearl White,Needs Work,1,No,Un-Registered,Sukkur,3831000,2023-12-07
PK-56544270,PakWheels,Car,Suzuki,Cultus,2024,1000,Petrol,CVT,0,Maroon,Fair,2,Yes,Faisalabad,Sialkot,1971000,2024-04-18
PK-76113110,OLX,Car,Hyundai,Tucson,2020,2000,Petrol,Manual,64000,White,Good,4,Yes,Lahore,Gujranwala,5966000,2024-09-13
PK-89572412,OLX,Car,Honda,HR-V,2023,1500,Petrol,Manual,13500,Beige,Good,2,Yes,Larkana,Gujranwala,7522000,2023-08-09
PK-65173346,OLX,Motorcycle,Suzuki,GS 150,2016,150,Petrol,Manual,65400,Orange,Fair,1,Yes,Karachi,Islamabad,128000,2024-05-30
PK-16740197,PakWheels,Car,Honda,Fit,2015,1300,Petrol,CVT,102500,Silver,Good,1,Yes,Bahawalpur,Multan,1530000,2024-03-11
PK-54961030,PakWheels,Car,Honda,City,2023,1200,Hybrid,Manual,14000,Pearl White,Good,1,Yes,Sargodha,Multan,3334000,2023-10-17
PK-86661183,OLX,Motorcycle,Ravi,RX 70,2018,70,Petrol,Manual,42600,Grey,Excellent,1,No,Un-Registered,Multan,51000,2023-11-24
PK-60233038,PakWheels,Motorcycle,Honda,CB 150F,2023,150,Petrol,Manual,7400,Silver,Excellent,2,No,Un-Registered,Faisalabad,334000,2023-02-10
PK-17790779,OLX,Motorcycle,Suzuki,GD 110S,2024,110,Petrol,Manual,0,Black,Good,1,Yes,Multan,Multan,152000,2023-11-05
PK-26434806,OLX,Car,Toyota,Yaris,2022,1300,Petrol,Automatic,27500,Blue,Excellent,2,Yes,Sialkot,Karachi,2858000,2024-07-31
PK-81973828,PakWheels,Car,Honda,HR-V,2023,1500,Petrol,Automatic,9000,White,Excellent,1,No,Un-Registered,Peshawar,8238000,2024-06-21
PK-18685284,OLX,Car,Toyota,Prius,2021,1800,CNG+Petrol,Manual,31500,Brown,Good,4,Yes,Larkana,Karachi,5958000,2024-08-27
PK-60376647,OLX,Car,Hyundai,Santro,2024,1000,Petrol,Manual,0,Beige,Good,1,Yes,Hyderabad,Karachi,2690000,2024-03-30
PK-89568937,OLX,Car,Proton,Saga,2023,1300,Petrol,Automatic,7500,Brown,Good,3,No,Un-Registered,Lahore,2817000,2023-07-19
PK-71254192,OLX,Motorcycle,Honda,CD 70,2018,70,Petrol,Manual,40400,Black,Fair,1,Yes,Sukkur,Islamabad,76000,2023-05-11
PK-60443265,OLX,Motorcycle,Honda,CB 300R,2023,300,Petrol,Manual,10400,Orange,Needs Work,1,No,Un-Registered,Gujranwala,595000,2023-11-10
PK-11908672,PakWheels,Motorcycle,Yamaha,R15,2023,155,Petrol,Manual,8200,Grey,Needs Work,2,Yes,Rawalpindi,Karachi,510000,2024-08-18
PK-25669678,PakWheels,Motorcycle,Honda,CB 300R,2022,300,Petrol,Manual,11600,Black,Excellent,1,Yes,Lahore,Lahore,850000,2023-02-05
PK-14198813,OLX,Car,Honda,Fit,2018,1300,Petrol,Automatic,45000,Black,Good,2,Yes,Sargodha,Sukkur,1803000,2024-10-21
PK-93578880,OLX,Motorcycle,Honda,CG 125,2023,125,Petrol,Manual,10600,Orange,Needs Work,1,No,Un-Registered,Karachi,125000,2024-05-27
PK-13398022,OLX,Car,MG,5,2024,1500,Petrol,CVT,0,Blue,Good,2,No,Un-Registered,Karachi,5599000,2024-10-26
PK-31800123,OLX,Car,Toyota,Corolla,2015,1800,Petrol,Automatic,116000,Brown,Excellent,1,Yes,Sargodha,Sukkur,2975000,2023-03-19
PK-66887676,PakWheels,Motorcycle,Honda,CD 70,2023,70,Petrol,Manual,7000,White,Good,2,Yes,Sukkur,Karachi,120000,2023-05-27
PK-25939547,PakWheels,Car,Suzuki,Wagon R,2017,1000,Hybrid,Automatic,54000,Grey,Excellent,2,Yes,Sukkur,Lahore,1456000,2024-01-10
PK-14167756,PakWheels,Car,Toyota,Corolla,2024,1800,Petrol,Automatic,0,Green,Excellent,2,Yes,Sialkot,Karachi,4604000,2024-08-19
PK-78265991,PakWheels,Car,Hyundai,Elantra,2023,2000,Petrol,CVT,13500,White,Fair,1,Yes,Rawalpindi,Sargodha,5463000,2023-07-27
PK-82225100,PakWheels,Car,Toyota,Vitz,2017,1000,Petrol,Automatic,76000,Golden,Excellent,1,Yes,Islamabad,Karachi,1863000,2024-09-22
PK-43257324,OLX,Car,Kia,Picanto,2022,1000,Hybrid,Manual,19000,Brown,Excellent,1,Yes,Sargodha,Karachi,2528000,2024-01-29
PK-50245439,OLX,Car,Suzuki,Alto,2020,660,Petrol,Automatic,55000,Silver,Excellent,3,Yes,Lahore,Karachi,1453000,2024-10-23
PK-14756008,OLX,Car,Proton,X70,2023,1800,Petrol,Manual,7500,Pearl White,Excellent,1,Yes,Bahawalpur,Karachi,7698000,2024-10-23
PK-72821834,OLX,Car,Kia,Sorento,2024,2500,Petrol,Manual,0,Grey,Excellent,1,No,Un-Registered,Faisalabad,13519000,2024-11-02
PK-20504694,PakWheels,Motorcycle,Yamaha,YBR 125,2024,125,Petrol,Manual,0,Red,Excellent,2,No,Un-Registered,Karachi,204000,2023-12-16
PK-50151920,PakWheels,Car,MG,ZS,2022,1500,Petrol,Manual,21500,White,Good,1,Yes,Peshawar,Rawalpindi,5713000,2024-04-20
PK-95430740,OLX,Car,Suzuki,Wagon R,2024,1000,Petrol,Automatic,0,White,Excellent,1,Yes,Sukkur,Karachi,2293000,2024-05-09
PK-98016489,OLX,Car,Kia,Stonic,2021,1000,Petrol,Automatic,26500,Red,Good,3,No,Un-Registered,Karachi,4553000,2023-02-18
PK-94731443,PakWheels,Car,Hyundai,Tucson,2023,2000,Petrol,CVT,12000,Silver,Good,1,Yes,Sialkot,Karachi,7180000,2024-06-29
PK-26560162,OLX,Car,MG,ZS,2021,1500,Petrol,Manual,50000,Beige,Fair,2,Yes,Sialkot,Lahore,4675000,2023-04-28
PK-87954885,PakWheels,Car,Suzuki,Alto,2023,660,CNG+Petrol,Automatic,11000,Green,Good,1,Yes,Multan,Gujranwala,1553000,2023-08-15
PK-13887914,OLX,Motorcycle,Honda,CB 300R,2022,300,Petrol,Manual,15400,White,Good,2,Yes,Faisalabad,Islamabad,747000,2024-03-02
PK-64711507,PakWheels,Car,Toyota,Yaris,2020,1300,Petrol,Automatic,30500,Black,Good,2,Yes,Rawalpindi,Peshawar,2390000,2023-07-29
PK-97871695,PakWheels,Car,Toyota,Hilux,2017,2800,Petrol,CVT,63500,Golden,Needs Work,4,Yes,Bahawalpur,Hyderabad,6375000,2023-05-30
PK-89133014,PakWheels,Car,Proton,X70,2023,1800,Petrol,Manual,11500,Golden,Excellent,1,Yes,Quetta,Karachi,7189000,2024-12-07
PK-61193370,OLX,Car,MG,ZS,2024,1500,Diesel,Automatic,0,Silver,Fair,4,Yes,Hyderabad,Faisalabad,5672000,2023-12-17
PK-54230687,OLX,Car,Toyota,Yaris,2021,1300,Petrol,Automatic,43000,Brown,Good,3,Yes,Sukkur,Karachi,2617000,2024-06-30
PK-72083444,OLX,Motorcycle,United,US 70,2022,70,Petrol,Manual,16000,Green,Fair,3,Yes,Islamabad,Lahore,70000,2023-05-19
PK-39402174,OLX,Car,Honda,HR-V,2019,1500,Petrol,Automatic,42000,Pearl White,Needs Work,3,Yes,Gujranwala,Karachi,5950000,2023-04-28
PK-33227630,PakWheels,Car,Toyota,Prius,2020,1800,Petrol,CVT,64000,Maroon,Good,1,Yes,Quetta,Gujranwala,5963000,2023-11-05
PK-48555903,OLX,Car,Suzuki,Every,2017,660,Petrol,Manual,60000,Green,Fair,3,Yes,Quetta,Lahore,2380000,2024-01-04
PK-73606441,OLX,Car,Toyota,Corolla,2015,1800,Petrol,CVT,114500,White,Excellent,1,Yes,Larkana,Karachi,2975000,2023-10-28
PK-46662047,OLX,Motorcycle,Yamaha,YBZ 125,2024,125,Petrol,Manual,0,Orange,Good,2,Yes,Sialkot,Karachi,207000,2024-01-01
PK-85513912,OLX,Car,Toyota,Yaris,2024,1300,Hybrid,Automatic,0,Blue,Good,1,Yes,Karachi,Hyderabad,3208000,2024-12-23
PK-22651946,OLX,Car,Toyota,Hilux,2022,2800,Diesel,Automatic,22000,Green,Excellent,1,Yes,Peshawar,Larkana,7930000,2024-06-05
PK-91467062,OLX,Car,Toyota,Prius,2015,1800,Hybrid,CVT,115000,Silver,Good,4,No,Un-Registered,Larkana,5100000,2024-03-03
PK-91146225,OLX,Car,Toyota,Yaris,2023,1300,Petrol,Manual,15000,Pearl White,Fair,3,Yes,Lahore,Lahore,2576000,2023-03-24
PK-75232435,OLX,Car,Honda,Civic,2023,1800,Hybrid,Automatic,14500,Grey,Excellent,3,Yes,Lahore,Lahore,4941000,2024-06-22
PK-91114757,OLX,Car,Honda,City,2019,1200,CNG+Petrol,CVT,69500,Grey,Excellent,2,Yes,Sialkot,Lahore,2473000,2024-12-05
PK-14460970,PakWheels,Car,Honda,BRV,2020,1500,CNG+Petrol,Automatic,40000,Black,Good,2,No,Un-Registered,Lahore,4109000,2024-03-23
PK-26272372,OLX,Car,Kia,Stonic,2021,1000,Petrol,Manual,27000,White,Good,2,Yes,Sukkur,Karachi,4544000,2024-07-28
PK-99959993,OLX,Car,Hyundai,Santro,2023,1000,CNG+Petrol,Automatic,6000,Pearl White,Good,2,Yes,Islamabad,Sialkot,2335000,2023-01-14
PK-52844352,PakWheels,Motorcycle,Suzuki,GD 110S,2019,110,Petrol,Manual,28400,Orange,Needs Work,1,Yes,Islamabad,Faisalabad,102000,2023-11-27
PK-87383381,PakWheels,Car,Honda,HR-V,2024,1500,Petrol,Manual,0,Maroon,Good,2,Yes,Bahawalpur,Hyderabad,7990000,2024-06-22
PK-24850652,OLX,Car,Toyota,Land Cruiser,2020,4000,Petrol,Manual,22000,Blue,Good,1,Yes,Sialkot,Sialkot,28721000,2024-08-25
PK-20917553,PakWheels,Motorcycle,Ravi,RX 70,2018,70,Petrol,Manual,50400,Grey,Needs Work,1,Yes,Peshawar,Quetta,47000,2023-12-05
PK-66334114,PakWheels,Car,Proton,Saga,2021,1300,Petrol,Manual,36500,Black,Fair,1,Yes,Sukkur,Lahore,2380000,2023-03-12
PK-84646194,OLX,Car,Kia,Sorento,2024,2500,Petrol,Manual,0,Beige,Good,1,Yes,Rawalpindi,Faisalabad,12926000,2024-07-07
PK-71153289,PakWheels,Car,Changan,Oshan X7,2023,1500,CNG+Petrol,CVT,13000,Pearl White,Good,1,Yes,Lahore,Multan,6372000,2023-05-19
PK-73977067,PakWheels,Car,Proton,X70,2024,1800,Petrol,CVT,0,Beige,Good,2,Yes,Larkana,Hyderabad,7330000,2023-11-27
PK-97709725,OLX,Motorcycle,Honda,CB 300R,2023,300,Petrol,Manual,9400,Green,Excellent,1,Yes,Quetta,Islamabad,826000,2024-08-19
PK-59977478,PakWheels,Car,Honda,City,2023,1200,CNG+Petrol,Manual,12500,Beige,Fair,1,Yes,Rawalpindi,Rawalpindi,2589000,2023-02-05
PK-37939985,PakWheels,Car,Hyundai,Tucson,2022,2000,Hybrid,Manual,19500,Blue,Excellent,1,Yes,Gujranwala,Karachi,6849000,2024-09-19
PK-78902551,OLX,Car,Suzuki,Swift,2022,1300,Petrol,Manual,36000,Golden,Fair,2,No,Un-Registered,Rawalpindi,2060000,2024-06-15
PK-35462697,PakWheels,Car,Hyundai,Elantra,2020,2000,CNG+Petrol,CVT,57500,Black,Good,1,No,Un-Registered,Rawalpindi,4655000,2024-07-30
PK-16058342,OLX,Motorcycle,Road Prince,RP 125,2024,125,Petrol,Manual,0,Blue,Good,1,Yes,Sialkot,Multan,132000,2023-06-16
PK-45501578,PakWheels,Car,Toyota,Corolla,2023,1800,Petrol,Automatic,18500,Pearl White,Needs Work,1,Yes,Islamabad,Islamabad,3066000,2023-01-24
PK-31281052,PakWheels,Car,Toyota,Vitz,2013,1000,Hybrid,Manual,119000,Pearl White,Good,1,No,Un-Registered,Sargodha,1700000,2023-12-13
PK-56442431,OLX,Car,Changan,M9,2024,1000,Petrol,CVT,0,Golden,Excellent,1,Yes,Larkana,Gujranwala,3043000,2023-06-06
PK-86367587,PakWheels,Car,Hyundai,Tucson,2024,2000,CNG+Petrol,CVT,0,Grey,Fair,1,Yes,Peshawar,Karachi,7236000,2024-01-24
PK-97446634,PakWheels,Car,Kia,Stonic,2024,1000,Petrol,CVT,0,Blue,Good,3,Yes,Karachi,Lahore,5233000,2024-06-10
PK-39991874,PakWheels,Car,Toyota,Land Cruiser,2022,4000,Petrol,CVT,20500,Beige,Good,1,No,Un-Registered,Gujranwala,34795000,2023-05-04
PK-65377078,OLX,Car,Honda,HR-V,2022,1500,CNG+Petrol,CVT,32500,Black,Good,1,Yes,Karachi,Sukkur,7965000,2024-01-10
PK-18505287,OLX,Car,MG,HS,2023,1500,Petrol,CVT,8500,Maroon,Excellent,2,Yes,Bahawalpur,Karachi,8585000,2023-01-01
PK-79303061,OLX,Car,MG,5,2024,1500,Petrol,Manual,0,Green,Good,2,Yes,Sialkot,Sargodha,5496000,2023-05-19
PK-55617282,PakWheels,Car,Honda,BRV,2023,1500,Petrol,CVT,16500,Golden,Excellent,3,Yes,Sargodha,Lahore,5154000,2023-05-20
PK-61112881,OLX,Car,Toyota,Land Cruiser,2015,4000,Petrol,Manual,124000,Maroon,Fair,3,Yes,Peshawar,Islamabad,21250000,2024-06-15
PK-50385068,OLX,Car,Honda,BRV,2017,1500,CNG+Petrol,Automatic,104000,Golden,Good,1,No,Un-Registered,Multan,3825000,2024-05-22
PK-24582701,PakWheels,Car,Toyota,Land Cruiser,2014,4000,Diesel,Manual,115500,Blue,Good,1,Yes,Karachi,Peshawar,21250000,2023-03-21
PK-20570710,OLX,Car,Honda,HR-V,2019,1500,Petrol,Automatic,64000,Maroon,Fair,2,Yes,Peshawar,Karachi,5950000,2024-11-30
PK-66042762,PakWheels,Car,Suzuki,Alto,2021,660,Petrol,Automatic,19000,Pearl White,Good,1,No,Un-Registered,Faisalabad,1566000,2024-10-23
PK-92831140,PakWheels,Motorcycle,Road Prince,RP 125,2023,125,Petrol,Manual,5800,Blue,Good,1,Yes,Lahore,Islamabad,131000,2023-01-04
PK-84016756,PakWheels,Car,Suzuki,Every,2023,660,Petrol,Manual,11500,Silver,Good,4,Yes,Rawalpindi,Faisalabad,2750000,2024-11-05
PK-78086005,PakWheels,Motorcycle,Honda,CD 70,2015,70,Petrol,Manual,79800,Red,Fair,1,Yes,Islamabad,Karachi,76000,2023-08-11
PK-89726022,OLX,Car,Toyota,Corolla,2016,1800,Petrol,Manual,116000,Black,Excellent,3,Yes,Sargodha,Islamabad,2975000,2023-09-28
PK-43073993,PakWheels,Motorcycle,United,US 100,2023,100,Petrol,Manual,10800,Blue,Good,2,Yes,Sukkur,Faisalabad,106000,2024-05-23
PK-28847760,PakWheels,Car,Suzuki,Jimny,2022,1500,Petrol,Automatic,34500,Red,Excellent,2,Yes,Sargodha,Rawalpindi,4972000,2023-01-01
PK-46914230,OLX,Car,MG,ZS,2023,1500,Petrol,Automatic,10500,Golden,Fair,2,Yes,Hyderabad,Faisalabad,5394000,2023-11-02
PK-26692837,PakWheels,Motorcycle,Honda,CB 300R,2022,300,Petrol,Manual,13400,Silver,Good,1,Yes,Bahawalpur,Larkana,718000,2023-07-19
PK-79014089,PakWheels,Motorcycle,Suzuki,GD 110S,2024,110,Petrol,Manual,0,Grey,Excellent,1,Yes,Karachi,Gujranwala,160000,2024-12-17
PK-85040303,PakWheels,Car,Honda,Fit,2016,1300,Petrol,Manual,94000,Grey,Good,2,Yes,Islamabad,Larkana,1579000,2024-02-28
PK-81715406,PakWheels,Car,Suzuki,Cultus,2022,1000,Petrol,Manual,37000,White,Good,2,Yes,Multan,Hyderabad,1979000,2024-05-14
PK-71877858,OLX,Car,Honda,BRV,2019,1500,Petrol,CVT,67500,Golden,Excellent,1,Yes,Karachi,Gujranwala,4404000,2023-06-13
PK-15605829,PakWheels,Car,Honda,BRV,2019,1500,CNG+Petrol,Manual,36000,Green,Good,1,Yes,Bahawalpur,Lahore,3929000,2024-01-02
PK-99159705,PakWheels,Car,Honda,Civic,2016,1800,Petrol,Manual,97000,Beige,Good,4,Yes,Sialkot,Sialkot,3570000,2023-05-12
PK-12235835,PakWheels,Car,Suzuki,Alto,2020,660,CNG+Petrol,Manual,48000,Silver,Good,2,Yes,Multan,Lahore,1379000,2023-07-12
PK-97883500,OLX,Car,MG,ZS,2021,1500,Diesel,Manual,30500,White,Needs Work,2,Yes,Sukkur,Quetta,4675000,2024-06-16
PK-82841153,OLX,Motorcycle,Yamaha,R15,2024,155,Petrol,Manual,0,Black,Excellent,1,Yes,Lahore,Quetta,816000,2023-09-28
PK-76745463,OLX,Car,Toyota,Hilux,2017,2800,Petrol,Automatic,113500,Maroon,Good,3,Yes,Sukkur,Sargodha,6375000,2023-05-24
PK-13670871,OLX,Car,Suzuki,Swift,2023,1300,Hybrid,Automatic,6000,Grey,Excellent,1,Yes,Hyderabad,Larkana,2868000,2024-11-13
PK-45279550,PakWheels,Motorcycle,Yamaha,YBZ 125,2024,125,Petrol,Manual,0,Orange,Good,2,Yes,Lahore,Faisalabad,196000,2023-05-24
PK-15335477,OLX,Car,Toyota,Prius,2020,1800,Petrol,CVT,49500,Golden,Needs Work,1,Yes,Quetta,Lahore,5100000,2023-04-01
PK-52425150,PakWheels,Car,Honda,Civic,2022,1800,Petrol,Manual,24500,Beige,Fair,2,Yes,Hyderabad,Rawalpindi,4647000,2023-02-20
PK-20865413,PakWheels,Car,Honda,Fit,2015,1300,Petrol,Manual,169000,White,Good,1,Yes,Karachi,Karachi,1530000,2024-01-11
PK-33191700,PakWheels,Motorcycle,Suzuki,GD 110S,2022,110,Petrol,Manual,15400,Green,Needs Work,2,No,Un-Registered,Bahawalpur,111000,2024-08-07
PK-44520764,PakWheels,Motorcycle,Yamaha,YBR 125,2017,125,Petrol,Manual,67600,Red,Fair,3,Yes,Quetta,Lahore,119000,2024-08-08
PK-24591250,PakWheels,Car,Toyota,Land Cruiser,2022,4000,Petrol,CVT,22000,Blue,Excellent,2,Yes,Multan,Lahore,32420000,2024-01-02
PK-40994964,OLX,Car,Suzuki,Swift,2020,1300,Petrol,Manual,61500,Silver,Excellent,4,Yes,Quetta,Rawalpindi,1988000,2023-01-17
PK-12790536,OLX,Car,Toyota,Hilux,2019,2800,CNG+Petrol,Manual,72500,White,Excellent,2,Yes,Sialkot,Faisalabad,6375000,2023-02-05
PK-30064660,PakWheels,Motorcycle,Ravi,RX 110,2020,110,Petrol,Manual,31400,Orange,Needs Work,1,Yes,Bahawalpur,Lahore,72000,2024-02-07
PK-27579803,OLX,Motorcycle,Yamaha,MT-15,2021,155,Petrol,Manual,24000,Orange,Good,2,Yes,Bahawalpur,Sialkot,723000,2024-08-30
PK-30749281,OLX,Motorcycle,Honda,CB 150F,2019,150,Petrol,Manual,50000,Orange,Excellent,1,Yes,Faisalabad,Faisalabad,237000,2024-08-12
PK-58998545,PakWheels,Motorcycle,Road Prince,RP 125,2023,125,Petrol,Manual,9200,Red,Needs Work,1,No,Un-Registered,Islamabad,95000,2023-02-22
PK-21713526,PakWheels,Car,Honda,BRV,2021,1500,Petrol,Manual,25500,Golden,Excellent,3,Yes,Rawalpindi,Lahore,5112000,2024-12-13
